UpdatedTime,c1000,c500
2023060303,0.03509488329291344,0.036875263787806034
2023060304,0.03761503240093589,0.04554818570613861
2023060305,0.02660146588459611,0.04692721087485552
2023060306,0.018434884026646614,0.04807290341705084
2023060307,0.016323054675012827,0.04439541231840849
2023060308,0.01550648594275117,0.053819598630070686
2023060309,0.018860742915421724,0.062392523512244225
2023060310,0.029006382916122675,0.0544521720148623
2023060311,0.03141289856284857,0.0539799090474844
2023060312,0.053132520988583565,0.04418427683413029
2023060313,0.05025695590302348,0.06263026129454374
2023060314,0.06922747008502483,0.10374714015051723
2023060315,0.04852917231619358,0.12975830864161253
2023060316,0.06290858332067728,0.11566440481692553
2023060317,0.04777617007493973,0.11730942782014608
2023060318,0.03071226691827178,0.11254974082112312
2023060319,0.03837328776717186,0.087753651663661
2023060320,0.0497649610042572,0.06871507130563259
2023060321,0.035143475979566574,0.04852758347988129
2023060322,0.03791991015896201,0.06614536233246326
2023060323,0.046983453910797834,0.06318978499621153
2023060400,0.03580643143504858,0.06658527161926031
2023060401,0.045351567678153515,0.07521402835845947
2023060402,0.043887797743082047,0.06698134355247021
2023060403,0.037282287143170834,0.07216161768883467
2023060404,0.02447058679535985,0.06597353238612413
2023060405,0.02066845679655671,0.07682997547090054
2023060406,0.023067691829055548,0.06340080313384533
2023060407,0.026339166797697544,0.0694634597748518
2023060408,0.03510510642081499,0.06328313332051039
2023060409,0.040805480908602476,0.07497195899486542
2023060410,0.04027064424008131,0.10614070761948824
2023060411,0.03439512103796005,0.10598232038319111
2023060412,0.06548306019976735,0.10364147508516908
2023060413,0.09896049369126558,0.11515721399337053
2023060414,0.10928258765488863,0.13093970715999603
2023060415,0.03622119361534715,0.12134905997663736
2023060416,0.03804514231160283,0.11411872319877148
2023060417,0.05179004091769457,0.11746015679091215
2023060418,0.07334650680422783,0.10688089113682508
2023060419,0.049394961446523666,0.08997898641973734
2023060420,0.050265527330338955,0.09105042926967144
2023060421,0.06236086320132017,0.08165429439395666
2023060422,0.0541631686501205,0.10095891635864973
2023060423,0.044659282080829144,0.08108791429549456
2023060500,0.04530839016661048,0.08664110023528337
2023060501,0.06623627571389079,0.08037571469321847
2023060502,0.06329156598076224,0.08895030058920383
2023060503,0.048340579960495234,0.0831753434613347
2023060504,0.03829737287014723,0.07673406135290861
2023060505,0.04128679819405079,0.08483120193704963
2023060506,0.025116348173469305,0.06858726497739553
2023060507,0.020385804120451212,0.052995141595602036
2023060508,0.014531845226883888,0.05116406176239252
2023060509,0.006209409795701504,0.0587709741666913
2023060510,0.013417433016002178,0.07709862105548382
2023060511,0.01892620138823986,0.07179843029007316
2023060512,0.04876836482435465,0.08455614279955626
2023060513,0.07226846460253,0.07485454622656107
2023060514,0.06177069526165724,0.10306747071444988
2023060515,0.04866154049523175,0.088937783613801
2023060516,0.07546455645933747,0.12292663753032684
2023060517,0.04942440753802657,0.09662281814962626
2023060518,0.04354810435324907,0.07596833258867264
2023060519,0.03023142321035266,0.07417929731309414
2023060520,0.044674976728856564,0.07035521697252989
2023060521,0.04036598140373826,0.06408487260341644
2023060522,0.02621914306655526,0.04811835289001465
2023060523,0.037885373923927546,0.040000603534281254
2023060600,0.03930249949917197,0.047607963904738426
2023060601,0.052243808284401894,0.055080002173781395
2023060602,0.05582801345735788,0.04566027969121933
2023060603,0.03309829533100128,0.05608464777469635
2023060604,0.03611067868769169,0.04620757419615984
2023060605,0.054152421187609434,0.03373415581882
2023060606,0.06307762116193771,0.03334399964660406
2023060607,0.058013539761304855,0.043267255648970604
2023060608,0.04984659794718027,0.05019685998558998
2023060609,0.050649749115109444,0.06622828356921673
2023060610,0.08930558990687132,0.0951946061104536
2023060611,0.1268328079022467,0.11158241238445044
2023060612,0.10413013026118279,0.12891811411827803
2023060613,0.11385320220142603,0.1258783033117652
2023060614,0.12560901418328285,0.07753924280405045
2023060615,0.0946486908942461,0.06328450981527567
2023060616,0.07327340170741081,0.11367041524499655
2023060617,0.10963692562654614,0.13583175372332335
2023060618,0.08646107325330377,0.14612555783241987
2023060619,0.09623502707108855,0.1626565707847476
2023060620,0.09733003936707973,0.12083361018449068
2023060621,0.12001574970781803,0.11075169872492552
2023060622,0.12193938391283154,0.11830459721386433
2023060623,0.08591522043570876,0.0864503076300025
2023060700,0.11412793723866343,0.14407420251518488
2023060701,0.07791270688176155,0.13806543685495853
2023060702,0.07438493007794023,0.14896735548973083
2023060703,0.07648714818060398,0.08708314038813114
2023060704,0.07185998279601336,0.0766557501628995
2023060705,0.12597975321114063,0.14877702109515667
2023060706,0.1340682888403535,0.16514404397457838
2023060707,0.09630203386768699,0.19907046388834715
2023060708,0.1487244376912713,0.16248293593525887
2023060709,0.15049298852682114,0.23154237493872643
2023060710,0.1675349180586636,0.23145868442952633
2023060711,0.14771145349368453,0.1893429048359394
2023060712,0.10544812679290771,0.22113151382654905
2023060713,0.057087274733930826,0.20294654835015535
2023060714,0.0682676606811583,0.19414271879941225
2023060715,0.08343407604843378,0.20793052576482296
2023060716,0.11412738682702184,0.21155472192913294
2023060717,0.08188965357840061,0.15086117014288902
2023060718,0.06148484302684665,0.17253118567168713
2023060719,0.06112616183236241,0.1612990302965045
2023060720,0.1236381372436881,0.21322709135711193
2023060721,0.05971543537452817,0.19450269266963005
2023060722,0.05312846275046468,0.18194606620818377
2023060723,0.11613557627424598,0.1920955302193761
2023060800,0.07645051833242178,0.15941911935806274
2023060801,0.05714529054239392,0.08834411296993494
2023060802,0.1358565096743405,0.20845259446650743
2023060803,0.07379119796678424,0.16862828005105257
2023060804,0.08687652600929141,0.16379720252007246
2023060805,0.12106512486934662,0.1515608262270689
2023060806,0.19646615302190185,0.19489460065960884
2023060807,0.14453612454235554,0.1817715847864747
2023060808,0.09218848962336779,0.15578866470605135
2023060809,0.09853290906175971,0.18582208175212145
2023060810,0.13280056789517403,0.22543063340708613
2023060811,0.11564360791817307,0.18196508940309286
2023060812,0.05574410408735275,0.09606252424418926
2023060813,0.09717011684551835,0.25941311847418547
2023060814,0.08526181848719716,0.200735816732049
2023060815,0.156433938536793,0.20252650789916515
2023060816,0.12262200843542814,0.2003351915627718
2023060817,0.13499190658330917,0.11184239201247692
2023060818,0.19139078492298722,0.17659733537584543
2023060819,0.15613507525995374,0.2503278283402324
2023060820,0.18236910831183195,0.24809057638049126
2023060821,0.08086805231869221,0.23208115994930267
2023060822,0.1346225612796843,0.22537447977811098
2023060823,0.06841456238180399,0.19351045601069927
2023060900,0.07697637472301722,0.20242647919803858
2023060901,0.09695609891787171,0.17914913222193718
2023060902,0.09566350560635328,0.16776867117732763
2023060903,0.09783496567979455,0.1509697837755084
2023060904,0.12361828703433275,0.1410230789333582
2023060905,0.10706472955644131,0.14551766216754913
2023060906,0.045576334930956364,0.1549037266522646
2023060907,0.06414369586855173,0.13124703988432884
2023060908,0.09060350712388754,0.14314404875040054
2023060909,0.12573520839214325,0.14405354019254446
2023060910,0.0912322592921555,0.1389211704954505
2023060911,0.15873516257852316,0.1510582147166133
2023060912,0.13813660526648164,0.18678323831409216
2023060913,0.09087631292641163,0.14963381551206112
2023060914,0.04607975855469704,0.12450617272406816
2023060915,0.048915985971689224,0.16140816314145923
2023060916,0.05102246021851897,0.1455387296155095
2023060917,0.05310417618602514,0.12518441304564476
2023060918,0.05547021422535181,0.1116647245362401
2023060919,0.03560129087418318,0.13033718336373568
2023060920,0.045498279854655266,0.07969480194151402
2023060921,0.04796410002745688,0.054236372001469135
2023060922,0.04374977760016918,0.060373369604349136
2023060923,0.07957740779966116,0.07507713418453932
2023061000,0.052613218780606985,0.054863594472408295
2023061001,0.03427327983081341,0.08241902384907007
2023061002,0.06398051185533404,0.10994649399071932
2023061003,0.04142708517611027,0.08758528530597687
2023061004,0.03990949410945177,0.055431610904634
2023061005,0.046475674491375685,0.05977152939885855
2023061006,0.03688556142151356,0.07155202329158783
2023061007,0.0790155827999115,0.08181625325232744
2023061008,0.05556864757090807,0.10394787043333054
2023061009,0.060989513993263245,0.11747487634420395
2023061010,0.039807125460356474,0.10457745660096407
2023061011,0.05329379066824913,0.10502073913812637
2023061012,0.06644549313932657,0.1006453949958086
2023061013,0.09247914515435696,0.1115693636238575
2023061014,0.0867514437995851,0.1255050702020526
2023061015,0.07873281743377447,0.1131375152617693
2023061016,0.06639974331483245,0.10557093378156424
2023061017,0.043265264481306076,0.08875287137925625
2023061018,0.041228795889765024,0.08762636221945286
2023061019,0.036550241988152266,0.06048645079135895
2023061020,0.033180611208081245,0.05738808121532202
2023061021,0.03563023637980223,0.0385840330272913
2023061022,0.026215178426355124,0.04868856817483902
2023061023,0.029167362954467535,0.04622980859130621
2023061100,0.03891532588750124,0.039941724855452776
2023061101,0.05028110835701227,0.025767414830625057
2023061102,0.045022848062217236,0.024132796563208103
2023061103,0.0464715245179832,0.0662503270432353
2023061104,0.041368811391294,0.07377853337675333
2023061105,0.028477967716753483,0.04314742051064968
2023061106,0.06510789366438985,0.051224535796791315
2023061107,0.05033952044323087,0.051555645652115345
2023061108,0.09280301537364721,0.06953623425215483
2023061109,0.0636239699088037,0.09287628717720509
2023061110,0.10524375643581152,0.13629909325391054
2023061111,0.06294458452612162,0.11109005939215422
2023061112,0.06125903292559087,0.10380467399954796
2023061113,0.03174794651567936,0.09618406929075718
2023061114,0.027068625669926405,0.09668391104787588
2023061115,0.041085793636739254,0.09580579213798046
2023061116,0.04122132482007146,0.09904950251802802
2023061117,0.05492192134261131,0.1144771478138864
2023061118,0.061722136568278074,0.10131380148231983
2023061119,0.05548100592568517,0.09402159880846739
2023061120,0.047166185453534126,0.06281538866460323
2023061121,0.042584660928696394,0.051824191119521856
2023061122,0.03658456448465586,0.04640176706016064
2023061123,0.04626342002302408,0.04395091999322176
2023061200,0.027527852449566126,0.028812634758651257
2023061201,0.0316237467341125,0.022623321041464806
2023061202,0.03990445379167795,0.019649474415928125
2023061203,0.025418841280043125,0.046082618180662394
2023061204,0.046985290478914976,0.06695938017219305
2023061205,0.05629767058417201,0.07600304763764143
2023061206,0.045952740125358105,0.05273702181875706
2023061207,0.037883637472987175,0.10968081280589104
2023061208,0.042765041813254356,0.11091129761189222
2023061209,0.10795590560883284,0.1556785674765706
2023061210,0.1497797011397779,0.15547629818320274
2023061211,0.05910615576431155,0.09695202391594648
2023061212,0.065817566588521,0.12341637630015612
2023061213,0.07506692968308926,0.13485219422727823
2023061214,0.10102946637198329,0.17976685985922813
2023061215,0.06374137243255973,0.15328096598386765
2023061216,0.09025134891271591,0.14505353663116693
2023061217,0.09656560746952891,0.15647536516189575
2023061218,0.043763773050159216,0.13335652463138103
2023061219,0.04694323055446148,0.1289326772093773
2023061220,0.06167376879602671,0.14852994494140148
2023061221,0.054934967309236526,0.14898675214499235
2023061222,0.056460033636540174,0.11185337789356709
2023061223,0.05292263766750693,0.08572539314627647
2023061300,0.04484529932960868,0.05974833946675062
2023061301,0.04016236588358879,0.08436337765306234
2023061302,0.03897747816517949,0.11389780789613724
2023061303,0.03876262716948986,0.08875810960307717
2023061304,0.04332770872861147,0.07938023936003447
2023061305,0.05299432296305895,0.06922644842416048
2023061306,0.04150498053058982,0.080615165643394
2023061307,0.041505175177007914,0.12907505501061678
2023061308,0.09230431914329529,0.18390502221882343
2023061309,0.11270728753879666,0.19909549597650766
2023061310,0.15788802690804005,0.18803923949599266
2023061311,0.14188430598005652,0.18649280117824674
2023061312,0.12761394632980227,0.17191697377711535
2023061313,0.12662492552772164,0.14137360360473394
2023061314,0.1574428288731724,0.1881017228588462
2023061315,0.11524552293121815,0.14445614628493786
2023061316,0.1605231654830277,0.18578900303691626
2023061317,0.06073986878618598,0.13983788713812828
2023061318,0.06569796707481146,0.1394014172255993
2023061319,0.06544321263208985,0.1459516752511263
2023061320,0.07050870219245553,0.1333828209899366
2023061321,0.06728326482698321,0.12414255365729332
2023061322,0.06501239957287908,0.13681280333548784
2023061323,0.06826343620195985,0.1373168039135635
2023061400,0.06692018592730165,0.1356596639379859
2023061401,0.045652932953089476,0.08662522211670876
2023061402,0.05314791668206453,0.07548488583415747
2023061403,0.05705449962988496,0.08314318023622036
2023061404,0.0537599204108119,0.08620402216911316
2023061405,0.05017225071787834,0.08788468223065138
2023061406,0.06866539642214775,0.10443162266165018
2023061407,0.055241470225155354,0.1312516052275896
2023061408,0.07068719202652574,0.13874509371817112
2023061409,0.06497278856113553,0.12787109427154064
2023061410,0.07820115052163601,0.11703500058501959
2023061411,0.07230673870071769,0.11157446820288897
2023061412,0.0867600878700614,0.10986258741468191
2023061413,0.08624455332756042,0.11076140124350786
2023061414,0.07468316704034805,0.11488838959485292
2023061415,0.07895970297977328,0.11408662982285023
2023061416,0.07742134993895888,0.11886914633214474
2023061417,0.050654126796871424,0.1242140606045723
2023061418,0.035553133115172386,0.12576022651046515
2023061419,0.04281448945403099,0.06159289367496967
2023061420,0.04231021786108613,0.08831812720745802
2023061421,0.05169721879065037,0.1079732608050108
2023061422,0.05800287099555135,0.100534294731915
2023061423,0.045728766825050116,0.09248170908540487
2023061500,0.06626960262656212,0.1006424156948924
2023061501,0.06993981916457415,0.06538140587508678
2023061502,0.0598844550549984,0.0812879977747798
2023061503,0.05510950228199363,0.07603082293644547
2023061504,0.046616817358881235,0.07176201418042183
2023061505,0.03040518146008253,0.07537902891635895
2023061506,0.042707262095063925,0.0834085512906313
2023061507,0.03994150459766388,0.07748038275167346
2023061508,0.04756066342815757,0.06407314911484718
2023061509,0.042544982861727476,0.06960957311093807
2023061510,0.0388324111700058,0.09830203466117382
2023061511,0.040741411969065666,0.0927260322496295
2023061512,0.05937183182686567,0.07167981378734112
2023061513,0.06307728122919798,0.04723022319376469
2023061514,0.0765697923488915,0.04343561828136444
2023061515,0.07204495882615447,0.09358552750200033
2023061516,0.048493573907762766,0.09538428299129009
2023061517,0.05268249474465847,0.07909947074949741
2023061518,0.045805598609149456,0.08895384427160025
2023061519,0.048465898260474205,0.07679220102727413
2023061520,0.037818179465830326,0.08902375120669603
2023061521,0.03715139627456665,0.08253142423927784
2023061522,0.04520580871030688,0.07340185064822435
2023061523,0.04553838353604078,0.058265699073672295
2023061600,0.039482027757912874,0.05507431458681822
2023061601,0.06473066611215472,0.07719379011541605
2023061602,0.06570975249633193,0.0693080723285675
2023061603,0.05385081423446536,0.07193622784689069
2023061604,0.04157026391476393,0.055333225056529045
2023061605,0.040797875728458166,0.056518953293561935
2023061606,0.03882794035598636,0.05744111444801092
2023061607,0.03881480870768428,0.07612812053412199
2023061608,0.03955607069656253,0.05221129301935434
2023061609,0.04834665125235915,0.06983874645084143
2023061610,0.04599358141422272,0.06411612406373024
2023061611,0.04123324155807495,0.09025867655873299
2023061612,0.0478634973987937,0.07584553305059671
2023061613,0.05068546254187822,0.09742778725922108
2023061614,0.055063807871192694,0.1122798714786768
2023061615,0.03816245822235942,0.11779347714036703
2023061616,0.041406463366001844,0.09185518510639668
2023061617,0.06768523948267102,0.12453924305737019
2023061618,0.04450029763393104,0.12258000858128071
2023061619,0.06162288133054972,0.1115891495719552
2023061620,0.07670754985883832,0.10671815183013678
2023061621,0.06117220455780625,0.08069453295320272
2023061622,0.06932256231084466,0.0855773575603962
2023061623,0.05639099050313234,0.08740732213482261
2023061700,0.05301296105608344,0.060534676536917686
2023061701,0.054008431266993284,0.0893337894231081
2023061702,0.04611153481528163,0.07652338687330484
2023061703,0.03991553746163845,0.08761066105216742
2023061704,0.04880226589739323,0.07771731074899435
2023061705,0.0429758420214057,0.07363645918667316
2023061706,0.04436149122193456,0.06318724155426025
2023061707,0.04027788992971182,0.08465457241982222
2023061708,0.053737536538392305,0.08505953289568424
2023061709,0.05632186634466052,0.10758633818477392
2023061710,0.03305140743032098,0.09893440268933773
2023061711,0.04440432181581855,0.12793861236423254
2023061712,0.04504221398383379,0.1216887654736638
2023061713,0.0552478963509202,0.1295019257813692
2023061714,0.052807442378252745,0.13067261036485434
2023061715,0.048706294503062963,0.12645075377076864
2023061716,0.05933182453736663,0.12191208451986313
2023061717,0.05892916489392519,0.09295282140374184
2023061718,0.05504522752016783,0.11113750748336315
2023061719,0.05469911638647318,0.11185891181230545
2023061720,0.058738660998642445,0.1091998154297471
2023061721,0.06364351185038686,0.08103818539530039
2023061722,0.0523931416682899,0.07893340103328228
2023061723,0.047401833813637495,0.08183064125478268
2023061800,0.055201489478349686,0.09005779214203358
2023061801,0.05284057278186083,0.09103984385728836
2023061802,0.061245751567184925,0.08186386991292238
2023061803,0.062105052173137665,0.07842240389436483
2023061804,0.05607394315302372,0.08152826223522425
2023061805,0.05387477669864893,0.0692162923514843
2023061806,0.04588078800588846,0.06286731734871864
2023061807,0.03647590521723032,0.06987040024250746
2023061808,0.04019261570647359,0.11690031085163355
2023061809,0.04184497520327568,0.10722193121910095
2023061810,0.05027862871065736,0.09622604586184025
2023061811,0.07233535079285502,0.07378082908689976
2023061812,0.09552571643143892,0.07981113530695438
2023061813,0.0952870580367744,0.09662562049925327
2023061814,0.11135190119966865,0.11229316424578428
2023061815,0.08240545867010951,0.12300505302846432
2023061816,0.04572119191288948,0.10465625952929258
2023061817,0.05530282622203231,0.10587136540561914
2023061818,0.04899146826937795,0.061426498927176
2023061819,0.04249559203162789,0.09045181516557932
2023061820,0.038945190608501434,0.09930783044546843
2023061821,0.04125439701601863,0.09042610041797161
2023061822,0.044105731416493654,0.09010061156004667
2023061823,0.05776253156363964,0.06568910740315914
2023061900,0.06821251660585403,0.04543650336563587
2023061901,0.04416445828974247,0.052781001664698124
2023061902,0.042706897016614676,0.03268855344504118
2023061903,0.05039045913144946,0.0385788856074214
2023061904,0.035394415725022554,0.026976664550602436
2023061905,0.053149604238569736,0.04926391039043665
2023061906,0.02322298474609852,0.0505228228867054
2023061907,0.02918126294389367,0.04912819992750883
2023061908,0.0442065866664052,0.07000958267599344
2023061909,0.05633288063108921,0.06953795161098242
2023061910,0.04240599647164345,0.1016709404066205
2023061911,0.05572472931817174,0.0945087019354105
2023061912,0.09276790358126163,0.11316727288067341
2023061913,0.07324545783922076,0.13106341660022736
2023061914,0.09604246076196432,0.15995776653289795
2023061915,0.05996341025456786,0.15314517077058554
2023061916,0.09702698606997728,0.1692736279219389
2023061917,0.057004008907824755,0.14049979951232672
2023061918,0.09323375904932618,0.13396555464714766
2023061919,0.04453042848035693,0.10849683359265327
2023061920,0.050991037394851446,0.07776582427322865
2023061921,0.04181544203311205,0.0665128193795681
2023061922,0.039998400490731,0.09695313684642315
2023061923,0.04974110284820199,0.0782626261934638
2023062000,0.050054000690579414,0.05456085968762636
2023062001,0.07359722442924976,0.08675463404506445
2023062002,0.06983250146731734,0.07955329772084951
2023062003,0.05705104162916541,0.07727589458227158
2023062004,0.0518232649192214,0.06202599126845598
2023062005,0.055369782727211714,0.05501482356339693
2023062006,0.0479708518832922,0.05274725239723921
2023062007,0.03877578815445304,0.07674206234514713
2023062008,0.06437102193012834,0.13977911975234747
2023062009,0.05103457486256957,0.10877770930528641
2023062010,0.07389182830229402,0.10488442797213793
2023062011,0.09411854343488812,0.08880901988595724
2023062012,0.11375434370711446,0.0925791896879673
2023062013,0.11445027636364102,0.12517512775957584
2023062014,0.14504109788686037,0.18325906991958618
2023062015,0.16641183709725738,0.18136135023087263
2023062016,0.13460234832018614,0.134775104932487
2023062017,0.08512925961986184,0.1246872590854764
2023062018,0.05973652936518192,0.11170016508549452
2023062019,0.039911906234920025,0.10319961607456207
2023062020,0.03342982893809676,0.07677972968667746
2023062021,0.051761535461992025,0.08242429699748755
2023062022,0.058998487424105406,0.08112212363630533
2023062023,0.058016715571284294,0.0884903771802783
2023062100,0.0640315709169954,0.08852592390030622
2023062101,0.07982747536152601,0.0905169527977705
2023062102,0.0849664262495935,0.10259286966174841
2023062103,0.057518333196640015,0.07023858465254307
2023062104,0.057104965671896935,0.0680487547069788
2023062105,0.08242261363193393,0.0901190796867013
2023062106,0.04774387693032622,0.10320987412706017
2023062107,0.0477400254458189,0.07945239543914795
2023062108,0.06399594014510512,0.0713479807600379
2023062109,0.06744021596387029,0.05207773111760616
2023062110,0.07267024461179972,0.08284544944763184
2023062111,0.059377058409154415,0.08164996095001698
2023062112,0.07682883739471436,0.11759214010089636
2023062113,0.11245905281975865,0.12651786766946316
2023062114,0.07536964933387935,0.08895483799278736
2023062115,0.11089409934356809,0.14622434880584478
2023062116,0.14022956835106015,0.15853440575301647
2023062117,0.11417959304526448,0.1364103900268674
2023062118,0.06940599624067545,0.13129604887217283
2023062119,0.06851984933018684,0.1356394812464714
2023062120,0.053718325681984425,0.1283675627782941
2023062121,0.03612510208040476,0.09949193987995386
2023062122,0.03929003840312362,0.07635017856955528
2023062123,0.053371235728263855,0.060559675097465515
2023062200,0.045125252567231655,0.061942098662257195
2023062201,0.03176729753613472,0.07352497149258852
2023062202,0.04893627529963851,0.07246341742575169
2023062203,0.0325212380848825,0.07457596249878407
2023062204,0.040542277973145247,0.07205764390528202
2023062205,0.03998315054923296,0.06637736409902573
2023062206,0.03309531952254474,0.048040949273854494
2023062207,0.038358055986464024,0.06494543980807066
2023062208,0.03532733768224716,0.09458508156239986
2023062209,0.02768987137824297,0.1226703030988574
2023062210,0.027822958305478096,0.10696779657155275
2023062211,0.05836698552593589,0.09361134003847837
2023062212,0.08012427529320121,0.06790090724825859
2023062213,0.10304086934775114,0.09569085016846657
2023062214,0.09634946472942829,0.10230213031172752
2023062215,0.11272658221423626,0.12082947418093681
2023062216,0.0728662833571434,0.12882008962333202
2023062217,0.046411806251853704,0.12469224166125059
2023062218,0.04651688691228628,0.10567626543343067
2023062219,0.028907617554068565,0.09786406066268682
2023062220,0.04938527522608638,0.09961035195738077
2023062221,0.054970656987279654,0.09580304380506277
2023062222,0.04694897821173072,0.09596817009150982
2023062223,0.04347960418090224,0.07964642159640789
2023062300,0.03953729383647442,0.0832796161994338
2023062301,0.04316462203860283,0.0687102684751153
2023062302,0.0376586033962667,0.07266831956803799
2023062303,0.04306124709546566,0.0739755081012845
2023062304,0.04489609505981207,0.07229780871421099
2023062305,0.05186720984056592,0.05290065240114927
2023062306,0.044743120204657316,0.04179464466869831
2023062307,0.03766695503145456,0.07263375306501985
2023062308,0.034542057197541,0.08590327948331833
2023062309,0.030796098057180643,0.06328580062836409
2023062310,0.02913461602292955,0.0727831250987947
2023062311,0.021355589851737022,0.0753406984731555
2023062312,0.03566383710131049,0.06974450778216124
2023062313,0.051814797800034285,0.0446708295494318
2023062314,0.029390249866992235,0.0758583745919168
2023062315,0.026514106895774603,0.07905646227300167
2023062316,0.061795604415237904,0.11417781375348568
2023062317,0.04449025960639119,0.10022072773426771
2023062318,0.06843962986022234,0.06861389707773924
2023062319,0.07635855535045266,0.08250013832002878
2023062320,0.0646930942311883,0.06766945170238614
2023062321,0.07348927715793252,0.06313158664852381
2023062322,0.05878633167594671,0.06596254743635654
2023062323,0.0494205798022449,0.0722610391676426
2023062400,0.05220629880204797,0.056631858460605145
2023062401,0.06196989305317402,0.08592668781057
2023062402,0.05995275219902396,0.11442533042281866
2023062403,0.045577413169667125,0.10868654772639275
2023062404,0.038312748074531555,0.08310199622064829
2023062405,0.030782565008848906,0.05817670188844204
2023062406,0.02974942373111844,0.08381082350388169
2023062407,0.03639002749696374,0.07943177036941051
2023062408,0.0360025935806334,0.06505486508831382
2023062409,0.04153861105442047,0.04803422559052706
2023062410,0.052275010384619236,0.05228456761687994
2023062411,0.06238142470829189,0.09864909434691072
2023062412,0.05779041489586234,0.11271572206169367
2023062413,0.06128242099657655,0.11186362709850073
2023062414,0.07413851236924529,0.0980414105579257
2023062415,0.060469236224889755,0.09904916770756245
2023062416,0.041656692046672106,0.09987470414489508
2023062417,0.03734839241951704,0.07415513601154089
2023062418,0.020308486185967922,0.09592531900852919
2023062419,0.0308224237523973,0.10854882281273603
2023062420,0.024575733114033937,0.10487910825759172
2023062421,0.038878477178514004,0.07089163362979889
2023062422,0.03950605262070894,0.08191422931849957
2023062423,0.0528535395860672,0.06747278850525618
2023062500,0.050046300515532494,0.08067811746150255
2023062501,0.08369878819212317,0.09477289952337742
2023062502,0.07080250000581145,0.07787597272545099
2023062503,0.07832195470109582,0.06675803009420633
2023062504,0.07283161161467433,0.07612070813775063
2023062505,0.0621703234501183,0.07654556352645159
2023062506,0.05978673882782459,0.09106124937534332
2023062507,0.06039744941517711,0.08688565157353878
2023062508,0.06319990754127502,0.09797896957024932
2023062509,0.06089841853827238,0.09731494449079037
2023062510,0.049548023380339146,0.08585822395980358
2023062511,0.030109474901109934,0.12089309096336365
2023062512,0.03162964479997754,0.11841199267655611
2023062513,0.03538214694708586,0.11386961862444878
2023062514,0.04508598055690527,0.08597483299672604
2023062515,0.04869879083707929,0.09469018317759037
2023062516,0.0572661068290472,0.07129374239593744
2023062517,0.058223670814186335,0.06456108670681715
2023062518,0.04125478258356452,0.0667283134534955
2023062519,0.051626446191221476,0.11068788729608059
2023062520,0.05179195338860154,0.11497286148369312
2023062521,0.048935788217931986,0.1164246927946806
2023062522,0.04916430823504925,0.08463791757822037
2023062523,0.06371383182704449,0.10583481471985579
2023062600,0.07086213398724794,0.10101309791207314
2023062601,0.06664366880431771,0.10509998444467783
2023062602,0.05204859096556902,0.08970682043582201
2023062603,0.04514327412471175,0.07658901438117027
2023062604,0.047314900904893875,0.06843366380780935
2023062605,0.0381249850615859,0.07042641192674637
2023062606,0.04833426605910063,0.08234300371259451
2023062607,0.05068278033286333,0.08025509305298328
2023062608,0.04706116393208504,0.05772384721785784
