time,icao24,callsign,baroaltitude,velocity,vertrate,lat,lon
1734039144,01010c,MSR795  ,1516.38,115.72703356358566,-5.52704,38.437158616922666,-9.1197509765625
1734039145,01010c,MSR795  ,1508.76,115.72703356358566,-5.52704,38.437624139300844,-9.1209716796875
1734039146,01010c,MSR795  ,1508.76,115.72703356358566,-5.52704,38.43804931640625,-9.122055717136561
1734039147,01010c,MSR795  ,1501.14,115.72703356358566,-5.52704,38.43850863181938,-9.12322998046875
1734039148,01010c,MSR795  ,1493.52,115.72703356358566,-5.20192,38.43891906738281,-9.124324632727564
1734039149,01010c,MSR795  ,1493.52,115.72703356358566,-5.20192,38.43930001986229,-9.1253662109375
1734039150,01010c,MSR795  ,1485.9,115.72703356358566,-5.20192,38.43974304199219,-9.126474131708562
1734039151,01010c,MSR795  ,1478.28,116.18920178840787,-5.20192,38.440184512380824,-9.12762451171875
1734039152,01010c,MSR795  ,1470.66,115.72703356358566,-4.8768,38.440704345703125,-9.128981880519689
1734039153,01010c,MSR795  ,1470.66,115.72703356358566,-4.8768,38.44111555713718,-9.1300048828125
1734039154,01010c,MSR795  ,1463.04,115.72703356358566,-4.8768,38.441674183991,-9.1314697265625
1734039155,01010c,MSR795  ,1463.04,115.72703356358566,-4.8768,38.44212341308594,-9.132624087126374
1734039156,01010c,MSR795  ,1455.42,115.72703356358566,-4.8768,38.44260522874735,-9.13397216796875
1734039157,01010c,MSR795  ,1447.8000000000002,115.72703356358566,-4.8768,38.443070751125525,-9.1351318359375
1734039158,01010c,MSR795  ,1447.8000000000002,115.72703356358566,-4.8768,38.44349670410156,-9.136206585427999
1734039159,01010c,MSR795  ,1440.18,115.72703356358566,-4.8768,38.44395524364407,-9.13739013671875
1734039160,01010c,MSR795  ,1432.5600000000002,115.72703356358566,-4.8768,38.444366455078125,-9.138475501019002
1734039161,01010c,MSR795  ,1432.5600000000002,115.26530825831973,-5.20192,38.44482421875,-9.139669667119563
1734039162,01010c,MSR795  ,1424.94,115.26530825831973,-5.20192,38.445398363016416,-9.14105224609375
1734039163,01010c,MSR795  ,1417.3200000000002,115.26530825831973,-5.20192,38.44578552246094,-9.142117707625687
1734039164,01010c,MSR795  ,1417.3200000000002,115.26530825831973,-5.20192,38.44618975105932,-9.1431884765625
1734039165,01010c,MSR795  ,1409.7,115.49353731306152,-5.20192,38.44660949707031,-9.144267206606628
1734039166,01010c,MSR795  ,1402.0800000000002,115.49353731306152,-5.20192,38.44707424357786,-9.14544677734375
1734039167,01010c,MSR795  ,1402.0800000000002,115.49353731306152,-5.20192,38.44757080078125,-9.146774955417811
1734039168,01010c,MSR795  ,1394.46,115.49353731306152,-5.20192,38.448051840572035,-9.14794921875
1734039169,01010c,MSR795  ,1386.8400000000001,115.49353731306152,-4.8768,38.448486328125,-9.148984162703812
1734039170,01010c,MSR795  ,1386.8400000000001,115.49353731306152,-4.8768,38.448944091796875,-9.150178328804316
1734039171,01010c,MSR795  ,1379.22,115.49353731306152,-4.55168,38.4495849609375,-9.151850161345124
1734039172,01010c,MSR795  ,1371.6000000000001,115.49353731306152,-4.55168,38.45008850097656,-9.15316374405569
1734039173,01010c,MSR795  ,1371.6000000000001,115.03317546169018,-4.55168,38.450332900225106,-9.15374755859375
1734039174,01010c,MSR795  ,1363.98,115.03317546169018,-4.55168,38.450938079316735,-9.1553955078125
1734039175,01010c,MSR795  ,1363.98,115.03317546169018,-4.8768,38.451416015625,-9.15656711744225
1734039176,01010c,MSR795  ,1356.3600000000001,115.03317546169018,-4.8768,38.45182257183527,-9.1575927734375
1734039177,01010c,MSR795  ,1348.74,115.03317546169018,-5.20192,38.452239990234375,-9.15865690811819
1734039178,01010c,MSR795  ,1348.74,115.03317546169018,-5.20192,38.45274353027344,-9.159970490828812
1734039179,01010c,MSR795  ,1341.1200000000001,115.03317546169018,-5.20192,38.45320129394531,-9.161164656929316
1734039180,01010c,MSR795  ,1333.5,114.57327374992273,-4.8768,38.453704833984375,-9.162299114724874
1734039181,01010c,MSR795  ,1333.5,114.34320786376719,-4.8768,38.45420837402344,-9.16361269743544
1734039182,01010c,MSR795  ,1325.88,114.34320786376719,-4.8768,38.45466613769531,-9.164747155230998
1734039183,01010c,MSR795  ,1318.26,114.34320786376719,-4.55168,38.45512390136719,-9.165941321331502
1734039184,01010c,MSR795  ,1318.26,114.34320786376719,-4.55168,38.4555467508607,-9.1669921875
1734039185,01010c,MSR795  ,1310.64,114.34320786376719,-4.55168,38.45596572100106,-9.16815185546875
1734039186,01010c,MSR795  ,1303.02,114.34320786376719,-4.55168,38.45654296875,-9.169583527938187
1734039187,01010c,MSR795  ,1303.02,114.34320786376719,-4.55168,38.45675710904396,-9.170166015625
1734039188,01010c,MSR795  ,1295.4,113.88284370707328,-4.55168,38.457275390625,-9.171434485394002
1734039189,01010c,MSR795  ,1295.4,113.88284370707328,-4.55168,38.45777893066406,-9.172748068104625
1734039190,01010c,MSR795  ,1287.78,113.88284370707328,-4.55168,38.45823669433594,-9.173882525900126
1734039191,01010c,MSR795  ,1287.78,113.88284370707328,-4.55168,38.45878601074219,-9.17531552522081
1734039192,01010c,MSR795  ,1280.16,113.88284370707328,-4.55168,38.459197998046875,-9.17633056640625
1734039193,01010c,MSR795  ,1272.54,113.88284370707328,-4.55168,38.45965576171875,-9.17752473250681
1734039194,01010c,MSR795  ,1272.54,113.88284370707328,-4.55168,38.460113525390625,-9.178659190302312
1734039195,01010c,MSR795  ,1264.92,113.42294433799962,-4.55168,38.4605278403072,-9.1796875
1734039196,01010c,MSR795  ,1264.92,113.42294433799962,-4.8768,38.46107482910156,-9.181107230808436
1734039197,01010c,MSR795  ,1257.3,113.42294433799962,-5.20192,38.46153259277344,-9.182241688603938
1734039198,01010c,MSR795  ,1249.68,113.19638550876338,-5.20192,38.461970959679554,-9.18328857421875
1734039199,01010c,MSR795  ,1249.68,113.19638550876338,-5.20192,38.462493896484375,-9.1845703125
1734039200,01010c,MSR795  ,1242.0600000000002,113.23846160601738,-5.52704,38.46299743652344,-9.185645061990499
1734039201,01010c,MSR795  ,1234.44,113.23846160601738,-5.52704,38.46350718352754,-9.186767578125
1734039202,01010c,MSR795  ,1226.8200000000002,113.01972900891703,-5.8521600000000005,38.464065810381356,-9.1878662109375
1734039203,01010c,MSR795  ,1226.8200000000002,113.04314308188604,-5.52704,38.46439167604608,-9.18853759765625
1734039204,01010c,MSR795  ,1219.2,113.14610744164258,-5.52704,38.465276168564614,-9.19012451171875
1734039205,01010c,MSR795  ,1211.5800000000002,113.08995668492052,-5.52704,38.46592789989407,-9.19110107421875
1734039206,01010c,MSR795  ,1203.96,113.29570674003996,-5.20192,38.466522216796875,-9.191974142323375
1734039207,01010c,MSR795  ,1203.96,113.55703128671338,-4.8768,38.467184810315146,-9.19287109375
1734039208,01010c,MSR795  ,1196.3400000000001,113.26299877766493,-4.22656,38.4678955078125,-9.193765391474187
1734039209,01010c,MSR795  ,1196.3400000000001,113.49758618827832,-3.90144,38.46858137744968,-9.194580078125
1734039210,01010c,MSR795  ,1188.72,113.55353537765433,-2.9260800000000002,38.46937276549259,-9.1954345703125
1734039211,01010c,MSR795  ,1188.72,113.44044292816386,-2.27584,38.470257258011124,-9.1962890625
1734039212,01010c,MSR795  ,1188.72,113.52556422967,-1.95072,38.47109519829184,-9.19708251953125
1734039213,01010c,MSR795  ,1188.72,113.8084545301665,-1.30048,38.47206115722656,-9.197825556216003
1734039214,01010c,MSR795  ,1181.1000000000001,113.57450921790787,-0.97536,38.472910735566735,-9.198486328125
1734039215,01010c,MSR795  ,1181.1000000000001,113.81426793548626,-0.97536,38.47384178032309,-9.1990966796875
1734039216,01010c,MSR795  ,1181.1000000000001,113.97576190199634,-0.97536,38.47477282507945,-9.19970703125
1734039217,01010c,MSR795  ,1181.1000000000001,114.11383774112474,-0.65024,38.47563171386719,-9.200154180112065
1734039218,01010c,MSR795  ,1181.1000000000001,113.93511951598067,-0.65024,38.4766845703125,-9.200691554857315
1734039219,01010c,MSR795  ,1181.1000000000001,114.09180322904079,-0.32512,38.47760009765625,-9.201169221297562
1734039220,01010c,MSR795  ,1181.1000000000001,114.25406308807227,-0.32512,38.478497004104874,-9.20159912109375
1734039221,01010c,MSR795  ,1181.1000000000001,113.98156677413344,0.0,38.47956770557468,-9.20208740234375
1734039222,01010c,MSR795  ,1181.1000000000001,114.4068401765347,0.0,38.480545302568856,-9.2025146484375
1734039223,01010c,MSR795  ,1181.1000000000001,113.88865331522435,0.32512,38.481522899563025,-9.202880859375
1734039224,01010c,MSR795  ,1181.1000000000001,114.206568,0.32512,38.4825004965572,-9.20330810546875
1734039225,01010c,MSR795  ,1181.1000000000001,114.206568,0.32512,38.48296601893538,-9.2034912109375
1734039226,01010c,MSR795  ,1181.1000000000001,114.36519393823566,0.32512,38.48454879502118,-9.20416259765625
1734039227,01010c,MSR795  ,1181.1000000000001,114.2042506611744,0.32512,38.48534018306409,-9.2044677734375
1734039228,01010c,MSR795  ,1181.1000000000001,114.2042506611744,0.32512,38.48631778005826,-9.20489501953125
1734039229,01010c,MSR795  ,1181.1000000000001,114.2042506611744,0.32512,38.48738848152807,-9.205322265625
1734039230,01010c,MSR795  ,1181.1000000000001,114.2042506611744,0.32512,38.48826599121094,-9.205707052479625
1734039231,01010c,MSR795  ,1181.1000000000001,114.04540086688598,0.32512,38.48931884765625,-9.206125010614812
1734039232,01010c,MSR795  ,1181.1000000000001,114.04540086688598,0.32512,38.490325927734375,-9.20654296875
1734039233,01010c,MSR795  ,1181.1000000000001,114.2042506611744,0.32512,38.49110412597656,-9.206841510275126
1734039234,01010c,MSR795  ,1181.1000000000001,114.2042506611744,0.32512,38.491997153072035,-9.20721435546875
1734039235,01010c,MSR795  ,1181.1000000000001,114.2042506611744,0.32512,38.4931640625,-9.20773713485056
1734039236,01010c,MSR795  ,1188.72,114.2042506611744,0.32512,38.49412536621094,-9.20809538468069
1734039237,01010c,MSR795  ,1188.72,114.2042506611744,0.32512,38.495023048530186,-9.20849609375
1734039238,01010c,MSR795  ,1188.72,114.69332557391856,0.0,38.49590754104873,-9.2088623046875
1734039239,01010c,MSR795  ,1188.72,114.69332557391856,0.0,38.4968851380429,-9.20928955078125
1734039240,01010c,MSR795  ,1181.1000000000001,114.69332557391856,0.0,38.497862735037074,-9.20965576171875
1734039241,01010c,MSR795  ,1181.1000000000001,114.2042506611744,0.0,38.49884033203125,-9.210065758746623
1734039242,01010c,MSR795  ,1181.1000000000001,114.2042506611744,0.0,38.500030517578125,-9.210543425186813
1734039243,01010c,MSR795  ,1181.1000000000001,114.2042506611744,0.0,38.50088863049523,-9.2109375
1734039244,01010c,MSR795  ,1181.1000000000001,113.7153996264978,0.0,38.50195933196504,-9.21136474609375
1734039245,01010c,MSR795  ,1181.1000000000001,113.7153996264978,0.32512,38.50300598144531,-9.211797299592376
1734039246,01010c,MSR795  ,1181.1000000000001,113.55586599565196,0.65024,38.50401306152344,-9.212215257727564
1734039247,01010c,MSR795  ,1181.1000000000001,113.0665523062169,0.65024,38.50465393066406,-9.21251379925269
1734039248,01010c,MSR795  ,1188.72,112.57746268265585,0.97536,38.505615234375,-9.212872049082875
1734039249,01010c,MSR795  ,1188.72,112.0886000580493,0.97536,38.50657653808594,-9.213290007218063
1734039250,01010c,MSR795  ,1188.72,111.43978025017279,0.65024,38.50745249602754,-9.213623046875
1734039251,01010c,MSR795  ,1188.72,110.95067548975041,0.65024,38.50859069824219,-9.214125923488439
1734039252,01010c,MSR795  ,1188.72,110.46180093731626,0.65024,38.50978010791843,-9.214599609375
1734039253,01010c,MSR795  ,1188.72,109.97315966296925,0.32512,38.510284423828125,-9.214842423148752
1734039254,01010c,MSR795  ,1188.72,109.32388911752894,0.0,38.51129150390625,-9.21526038128394
1734039255,01010c,MSR795  ,1188.72,109.32388911752894,0.0,38.51248013771186,-9.21575927734375
1734039256,01010c,MSR795  ,1188.72,108.34635212113243,0.0,38.51303876456568,-9.21600341796875
1734039257,01010c,MSR795  ,1188.72,107.69710360318116,-0.32512,38.51443533170021,-9.216552734375
1734039258,01010c,MSR795  ,1188.72,107.20820412052123,-0.32512,38.514862060546875,-9.216753088909627
1734039259,01010c,MSR795  ,1188.72,107.20820412052123,-0.32512,38.516143798828125,-9.217290463654876
1734039260,01010c,MSR795  ,1188.72,106.07031898617838,-0.65024,38.517042257018005,-9.2176513671875
1734039261,01010c,MSR795  ,1188.72,105.58140646836192,-0.65024,38.51792674953654,-9.218017578125
1734039262,01010c,MSR795  ,1188.72,105.09273770867115,-0.65024,38.51875305175781,-9.218365213145375
1734039263,01010c,MSR795  ,1188.72,104.93270526963116,-0.65024,38.519622802734375,-9.21872346297556
1734039264,01010c,MSR795  ,1188.72,104.44353530845099,-0.65024,38.52053367485434,-9.2191162109375
1734039265,01010c,MSR795  ,1188.72,104.44353530845099,-0.65024,38.52141816737288,-9.219482421875
1734039266,01010c,MSR795  ,1188.72,103.95460935191997,-0.65024,38.522302659891416,-9.2198486328125
1734039267,01010c,MSR795  ,1188.72,103.30594014822769,-0.65024,38.52328025688559,-9.22021484375
1734039268,01010c,MSR795  ,1188.72,102.81675261458311,0.0,38.52411819716631,-9.2205810546875
1734039269,01010c,MSR795  ,1188.72,102.32781279674573,0.32512,38.524566650390625,-9.22075354534644
1734039270,01010c,MSR795  ,1188.72,102.32781279674573,0.32512,38.525514764300844,-9.22119140625
1734039271,01010c,MSR795  ,1188.72,101.18997095202587,0.65024,38.52649236129502,-9.2215576171875
1734039272,01010c,MSR795  ,1188.72,100.70101683004056,0.65024,38.527656167240465,-9.2220458984375
1734039273,01010c,MSR795  ,1188.72,100.2123179314532,0.65024,38.528447555283364,-9.222412109375
1734039274,01010c,MSR795  ,1188.72,100.2123179314532,0.65024,38.52928549556409,-9.22271728515625
1734039275,01010c,MSR795  ,1188.72,99.72387800844626,0.32512,38.53012343584481,-9.22308349609375
1734039276,01010c,MSR795  ,1188.72,99.0742214807924,0.0,38.530517578125,-9.223261294157624
1734039277,01010c,MSR795  ,1188.72,97.6088861164597,-0.32512,38.53143310546875,-9.223679252292811
1734039278,01010c,MSR795  ,1188.72,97.6088861164597,-0.65024,38.532623291015625,-9.224156918733001
1734039279,01010c,MSR795  ,1188.72,96.4702529465298,-0.65024,38.53340148925781,-9.224515168563187
1734039280,01010c,MSR795  ,1188.72,95.98207134785204,-0.65024,38.53422003277277,-9.224853515625
1734039281,01010c,MSR795  ,1188.72,95.49416548742207,-0.65024,38.53495788574219,-9.225171959918498
1734039282,01010c,MSR795  ,1181.1000000000001,95.49416548742207,-0.65024,38.535849361096396,-9.22552490234375
1734039283,01010c,MSR795  ,1181.1000000000001,94.84344053071622,-0.65024,38.53656005859375,-9.225828751273752
1734039284,01010c,MSR795  ,1181.1000000000001,94.35525657924438,-0.65024,38.5374755859375,-9.226187001103938
1734039285,01010c,MSR795  ,1181.1000000000001,93.86735312037327,-0.65024,38.53825378417969,-9.226545250934123
1734039286,01010c,MSR795  ,1181.1000000000001,93.21662819702442,-0.65024,38.538968361030186,-9.22686767578125
1734039287,01010c,MSR795  ,1181.1000000000001,92.72844181063672,-0.32512,38.539764404296875,-9.227202042289377
1734039288,01010c,MSR795  ,1181.1000000000001,92.24054083803534,-0.32512,38.54054260253906,-9.22750058381456
1734039289,01010c,MSR795  ,1181.1000000000001,92.24054083803534,-0.32512,38.541389077396715,-9.2279052734375
1734039290,01010c,MSR795  ,1181.1000000000001,91.58981594983031,-0.32512,38.54204080872616,-9.2281494140625
1734039291,01010c,MSR795  ,1181.1000000000001,91.10162704202905,-0.32512,38.54278564453125,-9.22845591669494
1734039292,01010c,MSR795  ,1181.1000000000001,91.10162704202905,-0.32512,38.54356384277344,-9.228814166525126
1734039293,01010c,MSR795  ,1181.1000000000001,90.61372864497079,0.0,38.544342041015625,-9.229112708050252
1734039294,01010c,MSR795  ,1181.1000000000001,90.4514863178616,0.0,38.545166015625,-9.229470957880437
1734039295,01010c,MSR795  ,1181.1000000000001,89.96300379382637,0.0,38.5460443011785,-9.2298583984375
1734039296,01010c,MSR795  ,1181.1000000000001,89.96300379382637,0.0,38.54678913698358,-9.23016357421875
1734039297,01010c,MSR795  ,1181.1000000000001,89.47481227342139,0.0,38.54750061035156,-9.230426290760875
1734039298,01010c,MSR795  ,1181.1000000000001,89.47481227342139,0.0,38.54823225635593,-9.23077392578125
1734039299,01010c,MSR795  ,1181.1000000000001,88.98691654607579,0.0,38.54905700683594,-9.231142790421188
1734039300,01010c,MSR795  ,1181.1000000000001,88.98691654607579,0.0,38.54969787597656,-9.231381623641312
1734039301,01010c,MSR795  ,1181.1000000000001,88.98691654607579,0.0,38.55060642048464,-9.23175048828125
1734039302,01010c,MSR795  ,1181.1000000000001,88.49932150390072,0.0,38.55135125628972,-9.23211669921875
1734039303,01010c,MSR795  ,1181.1000000000001,88.49932150390072,0.0,38.552032470703125,-9.232396664826751
1734039304,01010c,MSR795  ,1181.1000000000001,88.49932150390072,0.0,38.5528564453125,-9.232754914656937
